Job Titles_En,Turkce_Meslek
Risk Assessor,Risk Değerlendiricisi
Risk Associate,Risk Temsilcisi
Risk Consultant,Risk Danışmanı
Risk Director,Risk Direktörü
Risk Executive,Risk Yöneticisi
Risk Management Analyst,Risk Yönetimi Analisti
Risk Management Executive,Risk Yönetimi Yöneticisi
Risk Management Manager,Risk Yönetimi Müdürü
Risk Management Officer,Risk Yönetimi Görevlisi
Risk Management Specialist,Risk Yönetimi Uzmanı
Risk Manager,Risk Yöneticisi
Risk Modeller,Risk Modelleyicisi
Risk Officer,Risk Görevlisi
Risk Specialist,Risk Uzmanı
Road Engineer,Yol Mühendisi
Robot Operator,Robot Operatörü
Robotic Process Automation Analyst,Otomasyon Analisti
Robotic Process Automation Consultant,Otomasyon Danışmanı
Robotic Process Automation Developer,Otomasyon Geliştiricisi
Robotics Engineer,Robotik Mühendisi
Robotics Operator,Robotik Operatörü
Rolling Stock Engineer,Demiryolu Araçları Mühendisi
Roofer,Çatı Ustası
Room Attendant,Oda Hizmetlisi
Room Service Attendant,Oda Servisi Görevlisi
Room Service Clerk,Oda Servisi Memuru
Room Service Server,Oda Servisi Servis Görevlisi
Room Service Waiter,Oda Servisi Garsonu
Room Service Waitress,Oda Servisi Kadın Garsonu
Room Supervisor,Kat Hizmetleri Şefi
Rope Access Manager,Halatla Erişim Yöneticisi
Rope Access Technician,Halatla Erişim Teknisyeni
Rostering Coordinator,Çalışma Planlama Koordinatörü
Route Planner,Rota Planlamacısı
Routing Specialist,Yönlendirme Uzmanı
Ruby Developer,Ruby Geliştiricisi
Ruby On Rails Developer,Ruby on Rails Geliştiricisi
Ruby on Rails Developer,Ruby on Rails Geliştiricisi
Ruby on Rails Engineer,Ruby on Rails Mühendisi
Rubyist,Ruby Uzmanı
Rugby Coach,Ragbi Antrenörü
Rugby Player,Ragbi Oyuncusu
Runner,Kuryeci
Rural Carrier,Kırsal Kargo Taşıyıcısı
Rural Carrier Associate,Kırsal Kargo Taşıyıcı Yardımcısı
Rural Surveyor,Kırsal Arazi Ölçümcüsü
Russian Linguist,Rusça Dilbilimcisi
SAP Analyst,SAP Analisti
SAP Consultant,SAP Danışmanı
SAP Developer,SAP Geliştiricisi
SDE,Yazılım Geliştirme Mühendisi
SDET,Test Otomasyon Mühendisi
SDR,Satış Geliştirme Temsilcisi
SLPA,
SMT Process Engineer,Yüzey Montaj Teknolojisi Süreç Mühendisi
SQL Database Administrator,SQL Veritabanı Yöneticisi
SQL Developer,SQL Geliştiricisi
SQL Programmer,SQL Programcısı
SQL Server Consultant,SQL Server Danışmanı
SQL Server Developer,SQL Server Geliştiricisi
SRE,Site Güvenilirliği Mühendisi
SRE Manager,Site Güvenilirliği Yöneticisi
SVP,Kıdemli Başkan Yardımcısı
SVP of Ethics,Etik Kıdemli Başkan Yardımcısı
SVP of Sales,Satış Kıdemli Başkan Yardımcısı
SWE,Yazılım Mühendisi
Safety Analyst,Güvenlik Analisti
Safety Assistant,Güvenlik Asistanı
Safety Coordinator,Güvenlik Koordinatörü
Safety Engineer,Güvenlik Mühendisi
Safety Executive,Güvenlik Yöneticisi
Safety Inspector,İş Güvenliği Müfettişi
Safety Manager,Güvenlik Müdürü
Safety Officer,Güvenlik Görevlisi
Safety Specialist,Güvenlik Uzmanı
Safety Supervisor,Güvenlik Süpervizörü
Sailor,Denizci
Sailpoint Engineer,
Sales,Satış Temsilcisi
Sales  Design,
Sales  Service Coordinator,
Sales Account Executive,Satış Hesap Yöneticisi
Sales Account Manager,Satış Hesap Müdürü
Sales Administration,Satış İdaresi
Sales Administration Assistant,Satış İdaresi Asistanı
Sales Administration Coordinator,Satış İdaresi Koordinatörü
Sales Administration Executive,Satış İdaresi Yöneticisi
Sales Administration Officer,Satış İdaresi Görevlisi
Sales Administration Supervisor,Satış İdaresi Süpervizörü
Sales Administrator,Satış İdari Yöneticisi
Sales Adviser,Satış Danışmanı
Sales Advocate,Satış Avukatı
Sales Agent,Satış Acentesi
Sales Agronomist,Satış Tarım Uzmanı
Sales Ambassador,Satış Elçisi
Sales Analyst,Satış Analisti
Sales And Account Executive,Satış ve Hesap Yöneticisi
Sales And Business Development Manager,Satış ve İş Geliştirme Müdürü
Sales And Events Coordinator,Satış ve Etkinlik Koordinatörü
Sales And Events Executive,Satış ve Etkinlik Yöneticisi
Sales And Logistics Coordinator,Satış ve Lojistik Koordinatörü
Sales And Marketing Administrator,Satış ve Pazarlama İdari Yöneticisi
Sales And Marketing Assistant,Satış ve Pazarlama Asistanı
Sales And Marketing Coordinator,Satış ve Pazarlama Koordinatörü
Sales And Marketing Director,Satış ve Pazarlama Direktörü
Sales And Marketing Executive,Satış ve Pazarlama Yöneticisi
Sales And Marketing General Manager,Satış ve Pazarlama Genel Müdürü
Sales And Marketing Manager,Satış ve Pazarlama Müdürü
Sales And Marketing Officer,Satış ve Pazarlama Görevlisi
Sales And Marketing Representative,Satış ve Pazarlama Temsilcisi
Sales And Marketing Specialist,Satış ve Pazarlama Uzmanı
Sales And Operations Manager,Satış ve Operasyon Müdürü
Sales And Service Assistant,Satış ve Hizmet Asistanı
Sales And Service Engineer,Satış ve Hizmet Mühendisi
Sales And Service Executive,Satış ve Hizmet Yöneticisi
Sales And Service Specialist,Satış ve Hizmet Uzmanı
Sales Application Engineer,Uygulama Mühendisi - Satış
Sales Assistant,Satış Asistanı
Sales Associate,Satış Temsilcisi
Sales Attendant,Satış Görevlisi
Sales Capability Manager,Satış Yetenekleri Yöneticisi
Sales Clerk,Satış Memuru
Sales Coach,Satış Koçu
Sales Consultant,Satış Danışmanı
Sales Coordinator,Satış Koordinatörü
Sales Department,Satış Bölümü
Sales Design Consultant,Satış Tasarım Danışmanı
Sales Designer,Satış Tasarımcısı
Sales Development Executive,Satış Geliştirme Yöneticisi
Sales Development Manager,Satış Geliştirme Müdürü
Sales Development Representative,Satış Geliştirme Temsilcisi
Sales Development Specialist,Satış Geliştirme Uzmanı
Sales Director,Satış Direktörü
Sales Distribution Consultant,Satış Dağıtım Danışmanı
Sales Division,Satış Bölümü
Sales Employee,Satış Çalışanı
Sales Enablement Manager,Satış Kolaylaştırma Yöneticisi
Sales Engineer,Satış Mühendisi
Sales Executive,Satış Yöneticisi
Sales Floor,Satış Katı
Sales Floor Team Member,Satış Katı Takım Üyesi
Sales Generalist,Genel Satış Uzmanı
Sales Host,Satış Ev Sahibi
Sales Lead,Satış Lideri
Sales Leader,Satış Lideri
Sales Manager,Satış Müdürü
Sales Marketing Positions,Satış Pazarlama Pozisyonları
Sales Merchandiser,Satış Merchandiseri
Sales Officer,Satış Görevlisi
Sales Operations Analyst,Satış Operasyonları Analisti
Sales Operations Executive,Satış Operasyonları Yöneticisi
Sales Operations Manager,Satış Operasyonları Müdürü
Sales Operations Specialist,Satış Operasyonları Uzmanı
Sales Planner,Satış Planlamacısı
Sales Professional,Satış Profesyoneli
Sales Promoter,Satış Tanıtımcısı
Sales Recruitment Consultant,Satış İse Alım Danışmanı
Sales Representative,Satış Temsilcisi
Sales Representative   Fmcg_2,
Sales Representative Manager,Satış Temsilcileri Müdürü
Sales Service Consultant,Satış Hizmet Danışmanı
Sales Specialist,Satış Uzmanı
Sales Staff,Satış Personeli
Sales Store Checker,Satış Mağaza Denetçisi
Sales Supervisor,Satış Süpervizörü
Sales Support,Satış Destek Personeli
Sales Support Administrator,Satış Destek Yöneticisi
Sales Support Analyst,Satış Destek Analisti
Sales Support Assistant,Satış Destek Asistanı
Sales Support Associate,Satış Destek Uzmanı
Sales Support Coordinator,Satış Destek Koordinatörü
Sales Support Engineer,Satış Destek Mühendisi
Sales Support Executive,Satış Destek Yürütme Sorumlusu
Sales Support Manager,Satış Destek Müdürü
Sales Support Officer,Satış Destek Görevlisi
Sales Support Specialist,Satış Destek Uzmanı
Sales Support Supervisor,Satış Destek Süpervizörü
Sales Team Leader,Satış Ekip Lideri
Sales Team Manager,Satış Ekip Müdürü
Sales Technician,Satış Teknisyeni
Sales Trainer,Satış Eğitmeni
Salesforce Administrator,Salesforce Yöneticisi
Salesforce Business Analyst,Salesforce İş Analisti
Salesforce Developer,Salesforce Geliştiricisi
Salesforce Solution Architect,Salesforce Çözüm Mimarı
Salesforce Tester,Salesforce Test Uzmanı
Salesman,Satıcı
Salesperson,Satış Elemanı
Saleswoman,Kadın Satıcı
Salon Manager,Salon Müdürü
Salon Owner,Salon Sahibi
Saloon Keeper,
Sandblaster,Kum Püskürtücü
Sap Advanced Business Application Programming Consultant,SAP ABAP Danışmanı
Sap Advanced Business Application Programming Developer,SAP ABAP Geliştiricisi
Sap Analyst,SAP Analisti
Sap Basis Consultant,SAP Basis Danışmanı
Sap Business Analyst,SAP İş Analisti
Sap Business One Consultant,SAP Business One Danışmanı
Sap Business One Functional Consultant,SAP Business One Fonksiyonel Danışmanı
Sap Business Planning And Consolidation Consultant,SAP BPC Danışmanı
Sap Business Warehouse Consultant,SAP BW Danışmanı
Sap Business Warehouse Developer,SAP BW Geliştiricisi
Sap Consultant,SAP Danışmanı
Sap Developer,SAP Geliştiricisi
Sap Finance Consultant,SAP Finans Danışmanı
Sap Financial Account And Controlling Consultant,SAP Finans ve Kontrol Danışmanı
Sap Fiori Consultant,SAP Fiori Danışmanı
Sap Functional Analyst,SAP Fonksiyonel Analisti
Sap Functional Consultant,SAP Fonksiyonel Danışmanı
Sap Hybris Developer,SAP Hybris Geliştiricisi
Sap Manager,SAP Yöneticisi
Sap Materials Management Consultant,SAP Malzeme Yönetimi Danışmanı
Sap Project Manager,SAP Proje Yöneticisi
Sap Quality Management Consultant,SAP Kalite Yönetimi Danışmanı
Sap Sales And Distribution Consultant,SAP Satış ve Dağıtım Danışmanı
Sap Solution Architect,SAP Çözüm Mimar
Sap Specialist,SAP Uzmanı
Sap Technical Consultant,SAP Teknik Danışmanı
Sarbanes Oxley Consultant,Sarbanes Oxley Danışmanı
Sas Developer,SAS Geliştiricisi
Scada Engineer,SCADA Mühendisi
Scaffolder,İskele Kurucusu
Scaffolding Foreperson,İskele Usta Şefi
Scan Coordinator,Tarama Koordinatörü
Scanning Operator,Tarama Operatörü
Sccm Engineer,SCCM Mühendisi
Scheduler,Çizelgeci
Scholar,Akademisyen
Scholarship Holder,Bursiyer
School Administrator,Okul Yöneticisi
School Cafeteria Cook,Okul Kantin Aşçısı
School Counsellor,Okul Danışmanı
School Librarian,Okul Kütüphanecisi
School Lunch Manager,Okul Yemekhane Yöneticisi
School Manager,Okul Müdürü
School Nurse,Okul Hemşiresi
School Principal,Okul Müdürü
School Psychologist,Okul Psikoloğu
School Resource Officer,Okul Güvenlik Görevlisi
Schools Adviser,Okullar Danışmanı
Schools Educator,Eğitimci
Science,
Science Specialist,Fen Bilimleri Uzmanı
Science Teacher,Fen Bilimleri Öğretmeni
Science Technician,Fen Bilimleri Laboratuvar Teknisyeni
Scientific Researcher,Bilimsel Araştırmacı
Scientific Technical Officer,Bilimsel Teknik Memur
Scientist,Bilim İnsanı
Screening Officer,Tarama Görevlisi
Screenwriter,Senarist
Script Writer,Senarist
Scrub,
Scrum Master,Scrum Ustası
Seamstress,Terzi
Search Engine Marketing Specialist,Arama Motoru Pazarlama Uzmanı
Search Engine Optimisation And Search Engine Marketing Specialist,Arama Motoru Optimizasyonu ve Pazarlama Uzmanı
Search Engine Optimisation Specialist,Arama Motoru Optimizasyon Uzmanı
Search Engine Optimization Specialist,Arama Motoru Optimizasyon Uzmanı
Second Engineer,İkinci Mühendis
Second Lieutenant,Teğmen
Secondary English Teacher,Ortaokul İngilizce Öğretmeni
Secondary Humanities Teacher,Ortaokul Sosyal Bilimler Öğretmeni
Secondary Maths Teacher,Ortaokul Matematik Öğretmeni
Secondary Physics Teacher,Ortaokul Fizik Öğretmeni
Secondary Science Teacher,Ortaokul Fen Bilimleri Öğretmeni
Secondary Teacher,Ortaokul Öğretmeni
Secretarial Assistant,Sekreter Yardımcısı
Secretarial Executive,Sekreterlik Görevlisi
Secretarial Manager,Sekreterlik Müdürü
Secretarial Officer,Sekreterlik Görevlisi
Secretariat,Sekreterlik
Secretariat Officer,Sekreterlik Görevlisi
Secretary,Sekreter
Secretary And Administration Officer,Sekreter ve İdari Görevli
Secretary Assistant,Sekreter Yardımcısı
Secretary To The Ceo,CEO'nun Sekreteri
Secretary To The Director,Müdür Sekreteri
Secretary To The General Manager,Genel Müdür Sekreteri
Secretary To The Managing Director,Yönetim Kurulu Başkanı Sekreteri
Section Engineer,Bölüm Mühendisi
Section Manager,Bölüm Müdürü
Securities Analyst,Menkul Kıymetler Analisti
Security Analyst,Güvenlik Analisti
Security And Compliance Manager,Güvenlik ve Uyum Müdürü
Security Architect,Güvenlik Mimarı
Security Assistant,Güvenlik Görevlisi Yardımcısı
Security Business Analyst,Güvenlik İş Analisti
Security Consultant,Güvenlik Danışmanı
Security Control Room Officer,Güvenlik Kontrol Odası Görevlisi
Security Engineer,Güvenlik Mühendisi
Security Executive,Güvenlik Görevlisi
Security Guard,Güvenlik Görevlisi
Security Lead,Güvenlik Lideri
Security Manager,Güvenlik Müdürü
Security Monitoring Analyst,Güvenlik İzleme Analisti
Security Officer,Güvenlik Görevlisi
Security Operations,Güvenlik Operasyonları
Security Operations Analyst,Güvenlik Operasyonları Analisti
Security Operations Centre Engineer,Güvenlik Operasyonları Merkezi Mühendisi
Security Operations Centre Manager,Güvenlik Operasyonları Merkezi Müdürü
Security Operations Manager,Güvenlik Operasyonları Müdürü
Security Personnel_2,
Security Professional,Güvenlik Uzmanı
Security Project Manager,Güvenlik Proje Müdürü
Security Screener,Güvenlik Tarama Görevlisi
Security Solution Architect,Güvenlik Çözümleri Mimarı
Security Specialist,Güvenlik Uzmanı
Security Supervisor,Güvenlik Amiri
Security System Installer,Güvenlik Sistemi Kurucusu
Security System Technician,Güvenlik Sistemi Teknisyeni
Self Check Out Host,Kendi Kendine Ödeme Hizmetlisi
Self Employed,Kendi Hesabına Çalışan
Seller,Satıcı
Selling Manager,Satış Müdürü
Senior,Kıdemli
Senior Account Manager,Kıdemli Hesap Yöneticisi
Senior Accountant,Kıdemli Muhasebeci
Senior Analyst,Kıdemli Analist
Senior Application Developer,Kıdemli Uygulama Geliştiricisi
Senior Application Security Engineer,Kıdemli Uygulama Güvenlik Mühendisi
Senior Architect,Kıdemli Mimar
Senior Associate,Kıdemli Ortak/Asosiye
Senior Auditor,Kıdemli Denetçi
Senior Brewery Representative,Kıdemli Bira Temsilcisi
Senior Business Analyst,Kıdemli İş Analisti
Senior Business Warehouse Consultant,Kıdemli İş Depo Danışmanı
Senior Captain,Kıdemli Kaptan
Senior Civil Engineer,Kıdemli İnşaat Mühendisi
Senior Clerk,Kıdemli Kâtip
Senior Closer,
Senior Coding Specialist,Kıdemli Kodlama Uzmanı
Senior Consultant,Kıdemli Danışman
Senior ETL Consultant,Kıdemli ETL Danışmanı
Senior ETL Developer,Kıdemli ETL Geliştiricisi
Senior Economist,Kıdemli Ekonomist
Senior Electrical Engineer,Kıdemli Elektrik Mühendisi
Senior Employee,Kıdemli Çalışan
Senior Engineer,Kıdemli Mühendis
Senior Epidemiologist,Kıdemli Epidemiolog
Senior Estimator,Kıdemli Tahminci/Keşif Mühendisi
Senior Executive Human Resources,Kıdemli İK Yöneticisi
Senior Fellow,Kıdemli Araştırmacı
Senior Financial Analyst,Kıdemli Finansal Analist
Senior Fraud Investigator,Kıdemli Dolandırıcılık Araştırmacısı
Senior Frontend Developer,Kıdemli Frontend Geliştiricisi
Senior Graphic Designer,Kıdemli Grafik Tasarımcısı
Senior Health Safety Environment Advisor,Kıdemli Sağlık Güvenlik Çevre Danışmanı
Senior Human Resources Manager,Kıdemli İnsan Kaynakları Yöneticisi
Senior Hydrogeologist,Kıdemli Hidrojeolog
Senior IP Engineer,Kıdemli IP Mühendisi
Senior Illustrator,Kıdemli İllüstratör
Senior Industrial Hygienist,Kıdemli Endüstriyel Hijyenist
Senior Information Technology Consultant,Kıdemli Bilgi Teknolojileri Danışmanı
Senior Internal Wholesaler,
Senior Internet of Things Engineer,Kıdemli Nesnelerin İnterneti Mühendisi
Senior IoT Engineer,Kıdemli IoT Mühendisi
Senior Java Developer,Kıdemli Java Geliştiricisi
Senior Java Engineer,Kıdemli Java Mühendisi
Senior Java Programmer,Kıdemli Java Programcısı
Senior Java Software Engineer,Kıdemli Java Yazılım Mühendisi
Senior Knowledge Engineer,Kıdemli Bilgi Mühendisi
Senior Manager Business Operations,Kıdemli İş Operasyonları Yöneticisi
Senior Manager QC,Kıdemli Kalite Kontrol Yöneticisi
Senior Medical Coder,Kıdemli Tıbbi Kodlayıcı
Senior Member of Technical Staff,Kıdemli Teknik Personel Üyesi
Senior Network Engineer,Kıdemli Ağ Mühendisi
Senior Network Specialist,Kıdemli Ağ Uzmanı
Senior Occupational Therapist,Kıdemli Mesleki Terapist
Senior Oracle Database Administrator,Kıdemli Oracle Veritabanı Yöneticisi
Senior Planner,Kıdemli Planlamacı
Senior Printed Circuit Board Designer,Kıdemli Baskılı Devre Kartı Tasarımcısı
Senior QA Engineer,Kıdemli Kalite Güvence Mühendisi
Senior QA Specialist,Kıdemli Kalite Güvence Uzmanı
Senior Quality Assurance Specialist,Kıdemli Kalite Güvence Uzmanı
Senior Radio Frequency Consultant,Kıdemli Radyo Frekansı Danışmanı
Senior Radio Frequency Design Engineer,Kıdemli Radyo Frekansı Tasarım Mühendisi
Senior Radio Frequency Engineer,Kıdemli Radyo Frekansı Mühendisi
Senior Research Fellow,Kıdemli Araştırma Görevlisi
Senior Researcher,Kıdemli Araştırmacı
Senior Sales Agent,Kıdemli Satış Temsilcisi
Senior Sap Business Warehouse Consultant,Kıdemli Sap İş Deposu Danışmanı
Senior Software Architect,Kıdemli Yazılım Mimarı
Senior Software Developer,Kıdemli Yazılım Geliştiricisi
Senior Software Development Engineer,Kıdemli Yazılım Geliştirme Mühendisi
Senior Software Engineer,Kıdemli Yazılım Mühendisi
Senior Software Engineering,
Senior Software Security Engineer,Kıdemli Yazılım Güvenlik Mühendisi
Senior Sql Database Administrator,Kıdemli Sql Veritabanı Yöneticisi
Senior Sql Server Database Administrator,Kıdemli Sql Server Veritabanı Yöneticisi
Senior Subject Matter Expert,Kıdemli Konu Uzmanı
Senior Supply Chain Planner,Kıdemli Tedarik Zinciri Planlamacısı
Senior Switch Engineer,Kıdemli Anahtar Mühendisi
Senior System Administrator,Kıdemli Sistem Yöneticisi
Senior System Analyst,Kıdemli Sistem Analisti
Senior System Engineer,Kıdemli Sistem Mühendisi
Senior System Engineering,
Senior System Specialist,Kıdemli Sistem Uzmanı
Senior Talent Acquisition Specialist,Kıdemli Yetenek Edinme Uzmanı
Senior Technical Manager,Kıdemli Teknik Müdür
Senior Technical Support Representative,Kıdemli Teknik Destek Temsilcisi
Senior Technical Writer,Kıdemli Teknik Yazar
Senior Technical Yahoo,
Senior Training Specialist,Kıdemli Eğitim Uzmanı
Senior UX Consultant,Kıdemli Kullanıcı Deneyimi Danışmanı
Senior UX Designer,Kıdemli Kullanıcı Deneyimi Tasarımcısı
Senior Underwriter,Kıdemli Sigortacı
Senior Urban Designer,Kıdemli Kentsel Tasarımcı
Senior Urban Planner,Kıdemli Kentsel Planlamacı
Senior User Experience Designer,Kıdemli Kullanıcı Deneyimi Tasarımcısı
Senior User Interface Designer,Kıdemli Kullanıcı Arayüzü Tasarımcısı
Senior User Interface Developer,Kıdemli Kullanıcı Arayüzü Geliştiricisi
Senior User Interface Engineer,Kıdemli Kullanıcı Arayüzü Mühendisi
Senior Validation Engineer,Kıdemli Doğrulama Mühendisi
Senior Vice President,Kıdemli Başkan Yardımcısı
Senior Vice President Business Development,Kıdemli İş Geliştirme Başkan Yardımcısı
Senior Vice President Development,Kıdemli Gelişme Başkan Yardımcısı
Senior Vice President Finance,Kıdemli Finans Başkan Yardımcısı
Senior Vice President Human Resources,Kıdemli İnsan Kaynakları Başkan Yardımcısı
Senior Vice President Marketing,Kıdemli Pazarlama Başkan Yardımcısı
Senior Vice President Operations,Kıdemli Operasyonlar Başkan Yardımcısı
Senior Vice President Product Management,Kıdemli Ürün Yönetimi Başkan Yardımcısı
Senior Vice President Risk Management,Kıdemli Risk Yönetimi Başkan Yardımcısı
Senior Vice President of Corporate Development,Kurumsal Gelişme Kıdemli Başkan Yardımcısı
Senior Vice President of Engineering,Mühendislik Kıdemli Başkan Yardımcısı
Senior Vice President of Global Sales,Küresel Satışlar Kıdemli Başkan Yardımcısı
Senior Vice President of Product Development,Ürün Geliştirme Kıdemli Başkan Yardımcısı
Senior Vice President of Sales,Satışlar Kıdemli Başkan Yardımcısı
Senior Vice President of Technology,Teknoloji Kıdemli Başkan Yardımcısı
Senior Visualizer,Kıdemli Görselleştirici
Senior Web Developer,Kıdemli Web Geliştiricisi
Senior Writer,Kıdemli Yazar
Seo Account Manager,SEO Hesap Yöneticisi
Seo Executive,SEO Yöneticisi
Sergeant,Çavuş
Server Administrator,Sunucu Yöneticisi
Server Engineer,Sunucu Mühendisi
Service Administration Assistant,Hizmet Yönetim Asistanı
Service Administrator,Hizmet Yöneticisi
Service Adviser,Hizmet Danışmanı
Service Agent,Hizmet Temsilcisi
Service And Installation Technician,Hizmet ve Kurulum Teknisyeni
Service Assistant,Hizmet Asistanı
Service Assistant Manager,Hizmet Yardımcı Yöneticisi
Service Associate,Hizmet Görevlisi
Service Center Specialist,Hizmet Merkezi Uzmanı
Service Centre Manager,Hizmet Merkezi Yöneticisi
Service Coordinator,Hizmet Koordinatörü
Service Crew,Hizmet Ekibi
Service Delivery Analyst,Hizmet Teslim Analisti
Service Delivery Consultant,Hizmet Teslim Danışmanı
Service Delivery Manager,Hizmet Teslim Yöneticisi
Service Delivery Project Manager,Hizmet Teslim Proje Yöneticisi
Service Designer,Hizmet Tasarımcısı
Service Desk,Hizmet Masası
Service Desk Agent,Hizmet Masası Temsilcisi
Service Desk Analyst,Hizmet Masası Analisti
Service Desk Consultant,Hizmet Masası Danışmanı
Service Desk Coordinator,Hizmet Masası Koordinatörü
Service Desk Engineer,Hizmet Masası Mühendisi
Service Desk Manager,Hizmet Masası Yöneticisi
Service Desk Operator,Hizmet Masası Operatörü
Service Desk Specialist,Hizmet Masası Uzmanı
Service Desk Team Leader,Hizmet Masası Ekip Lideri
Service Development Manager,Hizmet Geliştirme Yöneticisi
Service Executive,Hizmet Yöneticisi
Service Lead,Hizmet Lideri
Service Manager_2,Hizmet Müdürü
Service Operations Manager,Hizmet Operasyonları Müdürü
Service Owner,Hizmet Sorumlusu
Service Receptionist,Resepsiyon Görevlisi
Service Representative,Müşteri Temsilcisi
Service Sales Manager,Hizmet Satış Müdürü
Service Specialist,Hizmet Uzmanı
Service Staff,Hizmet Personeli
Service Supervisor,Hizmet Denetçisi
Service Support Coordinator,Destek Koordinatörü
Service Support Engineer,Destek Mühendisi
Service Support Officer,Destek Görevlisi
Service Technician,Servis Teknisyeni
Service Trainee,Hizmet Stajyer
Service Writer,Servis Yazarı
ServiceNow Developer,ServiceNow Geliştiricisi
Servicenow Architect,ServiceNow Mimarı
Servicenow Developer,ServiceNow Geliştiricisi
Services Analyst,Hizmet Analisti
Services Clerk,Hizmet Görevlisi
Services Consultant,Hizmet Danışmanı
Services Engineer,Hizmet Mühendisi
Services Management Manager,Hizmet Yönetim Müdürü
Services Officer,Hizmet Görevlisi
Services Team Leader,Hizmet Ekip Lideri
Settlements Assistant,Uzlaştırma Asistanı
Settlements Associate,Uzlaştırma Uzmanı
Settlements Executive,Uzlaştırma Yöneticisi
Settlements Officer,Uzlaştırma Görevlisi
Sewing Machinist,Dikiş Makinesi Operatörü
Sewing Operator,Dikiş Operatörü
Shared Services Manager,Paylaşılan Hizmetler Müdürü
Shareholder,Hisedar
Sharepoint Developer,Sharepoint Geliştiricisi
Sheet Metal Role,Sac Metal Çalışanı
Sheetmetal Worker,Sac İşçisi
Shift Assistant,Vardiya Asistanı
Shift Engineer,Vardiya Mühendisi
Shift Executive,Vardiya Yöneticisi
Shift In Charge,Vardiya Sorumlusu
Shift Incharge,Vardiya Sorumlusu
Shift Lead,Vardiya Lideri
Shift Leader,Vardiya Lideri
Shift Manager,Vardiya Müdürü
Shift Operator,Vardiya Operatörü
Shift Supervisor,Vardiya Denetçisi
Shift Technician,Vardiya Teknisyen
Ship Captain,Gemi Kaptanı
Shipping And Logistics Executive,Nakliye ve Lojistik Yöneticisi
Shipping Assistant,Gönderi Asistanı
Shipping Clerk,Gönderi Memuru
Shipping Coordinator,Gönderi Koordinatörü
Shipping Executive,Gönderi Yöneticisi
Shipping Manager,Nakliye Müdürü
Shipping Officer,Gönderi Görevlisi
Shipping Specialist,Gönderi Uzmanı
Shipping and Receiving Specialist,Gönderi ve Teslim Alma Uzmanı
Shop Assistant,Mağaza Asistanı
Shop Executive,Mağaza Yöneticisi
Shop Manager,Mağaza Müdürü
Shop Owner,Mağaza Sahibi
Shopkeeper,Dükkan Sahibi
Shovel Operator,Kepçe Operatörü
Showroom Coordinator,Sergi Salonu Koordinatörü
Showroom Manager,Sergi Salonu Müdürü
Showroom Sales,Sergi Salonu Satış Temsilcisi
Showroom Sales Consultant,Sergi Salonu Satış Danışmanı
Showroom Sales Executive,Sergi Salonu Satış Yöneticisi
Showroom Supervisor,Sergi Salonu Denetçisi
Siebel Consultant,Siebel Danışmanı
Siebel Developer,Siebel Geliştiricisi
Sigma Black Belt,Altı Sigma Siyah Kuşak
Sign Installer,Tabela Montajcısı
Signal Processing Engineer,Sinyal İşleme Mühendisi
Signaller,Sinyalci
Simulation Engineer,Simülasyon Mühendisi
Singer,Şarkıcı
Site Acquisition Coordinator,Alan Edinme Koordinatörü
Site Administration Assistant,Şantiye İdare Asistanı
Site Administrator,Şantiye Yöneticisi
Site Agent,Şantiye Temsilcisi
Site Assistant,Şantiye Asistanı
Site Civil Engineer,Şantiye İnşaat Mühendisi
Site Clerk,Şantiye Katipliği
Site Coordinator,Şantiye Koordinatörü
Site Electrical Engineer,Şantiye Elektrik Mühendisi
Site Engineer,Şantiye Mühendisi
Site Foreperson,Şantiye Usta Başısı
Site Inspector,Şantiye Denetçisi
Site Manager,Şantiye Şefi
Site Operations Manager,Şantiye Operasyon Müdürü
Site Planner,Şantiye Planlamacısı
Site Project Engineer,Şantiye Proje Mühendisi
Site Project Manager,Şantiye Proje Müdürü
Site Quantity Surveyor,Şantiye Metraj Uzmanı
Site Reliability Engineer,Şantiye Güvenilirlik Mühendisi
Site Safety Officer,Şantiye Güvenlik Görevlisi
Site Safety Supervisor,Şantiye Güvenlik Denetçisi
Site Supervisor,Şantiye Denetçisi
Site Technician,Şantiye Teknisyeni
Six Sigma Black Belt,Altı Sigma Siyah Kuşak
Six Sigma Master Black Belt,Altı Sigma Usta Siyah Kuşak
Skate Instructor,Patinaj Eğitmeni
Ski Coach,Kayak Antrenörü
Ski Instructor,Kayak Eğitmeni
Ski Patrol,Kayak Güvenlik Görevlisi
Ski Snowboard Instructor,Kayak-Snowboard Eğitmeni
Skiing Instructor,Kayak Eğitmeni
Skills Trainer,Beceri Eğitmeni
Skin Therapist,Cilt Terapisti
Skincare Consultant,Cilt Bakım Danışmanı
Skipper,Kaptan
Sleep Technician,Uyku Teknisyeni
Sleep Technologist,Uyku Teknologu
Slot Attendant,Slot Görevlisi
Slot Manager,Slot Yöneticisi
Slot Supervisor,Slot Süpervizörü
Slot Technician,Slot Teknisyeni
Small Business Account Manager,Küçük İşletme Hesap Yöneticisi
Small Business Advisor,Küçük İşletme Danışmanı
Small Business Banker,Küçük İşletme Bankacısı
Small Business Consultant,Küçük İşletme Danışmanı
Small Business Development Volunteer,Küçük İşletme Geliştirme Gönüllüsü
Small Business Manager,Küçük İşletme Yöneticisi
Small Business Owner,Küçük İşletme Sahibi
